"证券代码","证券名称","起始日","归还日","到期日","剩余期限","合约数量","日初合约数量","已用数量","合约金额","使用费率","占用利率","预计占用利息","已还利息","展期后到期日","展期次数","违约金率","合约编号","资产账号","账户名称"
"000301	","东方盛虹","2021-01-27","2021-02-09","2021-02-10","5","6600","6600","6600","97482.00","0.00%","8.50%","207.15","0.00","--","0","18.00%","202101270000001312	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002092	","中泰化学","2021-01-27","2021-02-09","2021-02-10","5","11600","11600","11600","99644.00","0.00%","8.50%","211.74","0.00","--","0","18.00%","202101270000001308	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603026	","石大胜华","2021-01-27","2021-02-09","2021-02-10","5","1600","1600","1600","110992.00","0.00%","8.50%","235.86","0.00","--","0","18.00%","202101270000001304	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002646	","青青稞酒","2021-01-27","2021-02-05","2021-02-08","3","1000","1000","1000","15550.00","0.00%","9.00%","34.99","0.00","--","0","18.00%","202101270000001299	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300014	","亿纬锂能","2021-01-27","2021-02-19","2021-02-22","17","1900","1900","1900","216277.00","0.00%","7.00%","378.48","0.00","--","0","18.00%","202101270000000139	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600543	","莫高股份","2021-01-27","2021-02-05","2021-02-08","3","1200","1200","1200","9264.00","0.00%","7.00%","16.21","0.00","--","0","18.00%","202101270000000026	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002288	","超华科技","2021-01-26","2021-02-08","2021-02-09","4","10000","10000","10000","81800.00","0.00%","8.50%","193.14","0.00","--","0","18.00%","202101260000000786	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","4","400","400","400","3392.00","0.00%","9.00%","8.48","0.00","--","0","18.00%","202101260000000782	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600733	","北汽蓝谷","2021-01-26","2021-02-08","2021-02-09","4","9500","9500","9500","94620.00","0.00%","8.50%","223.41","0.00","--","0","18.00%","202101260000000762	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","4","9800","9800","9800","83104.00","0.00%","9.00%","207.76","0.00","--","0","18.00%","202101260000000741	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-26","2021-02-08","2021-02-09","4","1400","1400","1400","192360.00","0.00%","9.00%","480.90","0.00","--","0","18.00%","202101260000000652	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600773	","西藏城投","2021-01-25","2021-02-05","2021-02-08","3","22900","22900","22900","210451.00","0.00%","9.00%","578.74","0.00","--","0","18.00%","202101250000001826	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-25","2021-02-05","2021-02-08","3","1200","1200","1200","10188.00","0.00%","9.00%","28.02","0.00","--","0","18.00%","202101250000001818	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-25","2021-02-05","2021-02-08","3","1400","1400","1400","151508.00","0.00%","9.00%","416.65","0.00","--","0","18.00%","202101250000001812	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-22","2021-02-10","2021-02-18","13","500","500","500","53655.00","0.00%","9.00%","187.79","0.00","--","0","18.00%","202101220000000957	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601766	","中国中车","2021-01-20","2021-02-10","2021-02-16","11","19200","19200","19200","131904.00","0.00%","9.00%","527.62","0.00","--","0","18.00%","202101200000000956	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-20","2021-02-10","2021-02-16","11","4200","4200","4200","108360.00","0.00%","7.00%","337.12","0.00","--","0","18.00%","202101200000000047	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-02-10","2021-02-12","7","1000","1000","1000","83100.00","0.00%","9.00%","373.95","0.00","--","0","18.00%","202101180000001328	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002389	","航天彩虹","2021-01-18","2021-02-08","2021-02-09","4","6600","6600","6600","204930.00","0.00%","7.00%","717.25","0.00","--","0","18.00%","202101180000000147	","960000039239	","鸣石宽墨十一号私募证券投资基金"
