"证券代码","证券名称","起始日","归还日","到期日","剩余期限","合约数量","日初合约数量","已用数量","合约金额","使用费率","占用利率","预计占用利息","已还利息","展期后到期日","展期次数","违约金率","合约编号","资产账号","账户名称"
"000301	","东方盛虹","2021-01-27","2021-02-09","2021-02-10","12","6600","6600","6600","97482.00","0.00%","8.50%","46.03","0.00","--","0","18.00%","202101270000001312	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002092	","中泰化学","2021-01-27","2021-02-09","2021-02-10","12","11600","11600","11600","99644.00","0.00%","8.50%","47.05","0.00","--","0","18.00%","202101270000001308	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603026	","石大胜华","2021-01-27","2021-02-09","2021-02-10","12","1600","1600","1600","110992.00","0.00%","8.50%","52.41","0.00","--","0","18.00%","202101270000001304	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002646	","青青稞酒","2021-01-27","2021-02-05","2021-02-08","10","1000","1000","1000","15550.00","0.00%","9.00%","7.78","0.00","--","0","18.00%","202101270000001299	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300014	","亿纬锂能","2021-01-27","2021-02-19","2021-02-22","24","1900","1900","100","216277.00","0.00%","7.00%","84.11","0.00","--","0","18.00%","202101270000000139	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600543	","莫高股份","2021-01-27","2021-02-05","2021-02-08","10","1200","1200","1200","9264.00","0.00%","7.00%","3.60","0.00","--","0","18.00%","202101270000000026	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002288	","超华科技","2021-01-26","2021-02-08","2021-02-09","11","10000","10000","10000","81800.00","0.00%","8.50%","57.94","0.00","--","0","18.00%","202101260000000786	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","11","400","400","400","3392.00","0.00%","9.00%","2.54","0.00","--","0","18.00%","202101260000000782	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600733	","北汽蓝谷","2021-01-26","2021-02-08","2021-02-09","11","9500","9500","9500","94620.00","0.00%","8.50%","67.02","0.00","--","0","18.00%","202101260000000762	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603919	","金徽酒","2021-01-26","2021-01-29","2021-02-01","3","5100","5100","5100","185640.00","0.00%","9.00%","139.23","0.00","--","0","18.00%","202101260000000754	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600559	","老白干酒","2021-01-26","2021-01-29","2021-02-01","3","7000","7000","7000","186970.00","0.00%","9.00%","140.23","0.00","--","0","18.00%","202101260000000751	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600543	","莫高股份","2021-01-26","2021-01-29","2021-02-01","3","25900","25900","25900","191401.00","0.00%","9.00%","143.55","0.00","--","0","18.00%","202101260000000749	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002646	","青青稞酒","2021-01-26","2021-01-29","2021-02-01","3","11600","11600","11600","184788.00","0.00%","9.00%","138.59","0.00","--","0","18.00%","202101260000000748	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-26","2021-02-08","2021-02-09","11","9800","9800","9800","83104.00","0.00%","9.00%","62.33","0.00","--","0","18.00%","202101260000000741	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-26","2021-02-08","2021-02-09","11","1400","1400","1400","192360.00","0.00%","9.00%","144.27","0.00","--","0","18.00%","202101260000000652	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600773	","西藏城投","2021-01-25","2021-02-05","2021-02-08","10","22900","22900","22900","210451.00","0.00%","9.00%","210.45","0.00","--","0","18.00%","202101250000001826	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-25","2021-02-05","2021-02-08","10","1200","1200","1200","10188.00","0.00%","9.00%","10.19","0.00","--","0","18.00%","202101250000001818	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-25","2021-02-05","2021-02-08","10","1400","1400","1400","151508.00","0.00%","9.00%","151.51","0.00","--","0","18.00%","202101250000001812	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300123	","亚光科技","2021-01-25","2021-02-01","2021-02-02","4","16600","16600","16600","194552.00","0.00%","9.00%","194.55","0.00","--","0","18.00%","202101250000001810	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300618	","寒锐钴业","2021-01-22","2021-02-10","2021-02-18","20","500","500","500","53655.00","0.00%","9.00%","93.90","0.00","--","0","18.00%","202101220000000957	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-21","2021-02-03","2021-02-04","6","1600","1600","1600","47440.00","0.00%","8.50%","89.61","0.00","--","0","18.00%","202101210000000960	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000799	","酒鬼酒","2021-01-21","2021-02-03","2021-02-04","6","1200","1200","1200","221280.00","0.00%","8.50%","417.97","0.00","--","0","18.00%","202101210000000951	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603005	","晶方科技","2021-01-21","2021-02-02","2021-02-03","5","2300","2300","2300","200491.00","0.00%","9.00%","400.98","0.00","--","0","18.00%","202101210000000942	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601058	","赛轮轮胎","2021-01-21","2021-02-02","2021-02-03","5","23300","23300","23300","204574.00","0.00%","9.00%","409.15","0.00","--","0","18.00%","202101210000000939	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600967	","内蒙一机","2021-01-21","2021-02-02","2021-02-03","5","10000","10000","10000","121800.00","0.00%","7.00%","189.47","0.00","--","0","18.00%","202101210000000012	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-21","2021-02-02","2021-02-03","5","1400","1400","1400","102312.00","0.00%","5.00%","113.68","0.00","--","0","18.00%","202101210000000011	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600316	","洪都航空","2021-01-21","2021-02-02","2021-02-03","5","3900","3900","3900","201630.00","0.00%","7.00%","313.65","0.00","--","0","18.00%","202101210000000010	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600776	","东方通信","2021-01-20","2021-02-02","2021-02-03","5","7900","7900","7900","99382.00","0.00%","8.50%","211.19","0.00","--","0","18.00%","202101200000001043	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002156	","通富微电","2021-01-20","2021-02-02","2021-02-03","5","3400","3400","3400","102272.00","0.00%","8.50%","217.33","0.00","--","0","18.00%","202101200000001035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601766	","中国中车","2021-01-20","2021-02-10","2021-02-16","18","19200","19200","19200","131904.00","0.00%","9.00%","296.78","0.00","--","0","18.00%","202101200000000956	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002460	","赣锋锂业","2021-01-20","2021-02-01","2021-02-02","4","100","100","100","12698.00","0.00%","9.00%","28.57","0.00","--","0","18.00%","202101200000000952	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-20","2021-02-01","2021-02-02","4","1500","1500","1500","21060.00","0.00%","5.00%","26.32","0.00","--","0","18.00%","202101200000000048	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-20","2021-02-10","2021-02-16","18","4200","4200","4200","108360.00","0.00%","7.00%","189.63","0.00","--","0","18.00%","202101200000000047	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-20","2021-02-01","2021-02-02","4","1200","1200","1200","110640.00","0.00%","7.00%","193.62","0.00","--","0","18.00%","202101200000000046	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-20","2021-01-29","2021-02-01","3","1200","1200","1200","8052.00","0.00%","5.00%","10.06","0.00","--","0","18.00%","202101200000000045	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300274	","阳光电源","2021-01-19","2021-02-01","2021-02-02","4","1200","1200","1200","100680.00","0.00%","8.50%","237.72","0.00","--","0","18.00%","202101190000002143	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600855	","航天长峰","2021-01-19","2021-02-01","2021-02-02","4","6200","6200","6200","95294.00","0.00%","8.50%","225.00","0.00","--","0","18.00%","202101190000002142	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600460	","士兰微","2021-01-19","2021-02-01","2021-02-02","4","3700","3700","3700","94720.00","0.00%","8.50%","223.64","0.00","--","0","18.00%","202101190000002126	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600197	","伊力特","2021-01-19","2021-02-01","2021-02-02","4","4100","4100","0","98974.00","0.00%","8.50%","233.69","0.00","--","0","18.00%","202101190000002124	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600616	","金枫酒业","2021-01-19","2021-01-29","2021-02-01","3","22800","22800","22800","193344.00","0.00%","9.00%","483.36","0.00","--","0","18.00%","202101190000002119	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600893	","航发动力","2021-01-19","2021-02-01","2021-02-02","4","1500","1500","1500","100200.00","0.00%","8.50%","236.58","0.00","--","0","18.00%","202101190000002104	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"601919	","中远海控","2021-01-19","2021-01-29","2021-02-01","3","12800","12800","12800","180224.00","0.00%","9.00%","450.56","0.00","--","0","18.00%","202101190000002078	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","3","5300","5300","5300","196312.00","0.00%","7.00%","381.72","0.00","--","0","18.00%","202101190000000065	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-19","2021-01-29","2021-02-01","3","2900","2900","2900","104400.00","0.00%","7.00%","203.00","0.00","--","0","18.00%","202101190000000037	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-19","2021-01-29","2021-02-01","3","4400","4400","4400","86636.00","0.00%","7.00%","168.46","0.00","--","0","18.00%","202101190000000036	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300059	","东方财富","2021-01-19","2021-01-29","2021-02-01","3","5300","5300","0","196312.00","0.00%","7.00%","381.72","0.00","--","0","18.00%","202101190000000035	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300001	","特锐德","2021-01-18","2021-01-29","2021-02-01","3","1000","1000","1000","35620.00","0.00%","9.00%","97.95","0.00","--","0","18.00%","202101180000001421	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002407	","多氟多","2021-01-18","2021-01-29","2021-02-01","3","10000","10000","10000","212300.00","0.00%","7.00%","454.09","0.00","--","0","18.00%","202101180000001415	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002340	","格林美","2021-01-18","2021-01-29","2021-02-01","3","11900","11900","11900","97699.00","0.00%","8.50%","253.75","0.00","--","0","18.00%","202101180000001414	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600862	","中航高科","2021-01-18","2021-01-29","2021-02-01","3","2700","2700","2700","97443.00","0.00%","8.50%","253.08","0.00","--","0","18.00%","202101180000001407	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"600827	","百联股份","2021-01-18","2021-01-29","2021-02-01","3","5600","5600","5600","110040.00","0.00%","8.50%","285.80","0.00","--","0","18.00%","202101180000001406	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000725	","京东方Ａ","2021-01-18","2021-01-29","2021-02-01","3","29500","29500","29500","201780.00","0.00%","9.00%","554.89","0.00","--","0","18.00%","202101180000001352	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-02-10","2021-02-12","14","1000","1000","1000","83100.00","0.00%","9.00%","228.53","0.00","--","0","18.00%","202101180000001328	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"603799	","华友钴业","2021-01-18","2021-01-29","2021-02-01","3","1400","1400","1400","116340.00","0.00%","9.00%","319.94","0.00","--","0","18.00%","202101180000001323	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000100	","TCL科技","2021-01-18","2021-01-28","2021-01-29","0","21500","21500","0","216935.00","0.00%","9.00%","596.57","0.00","--","0","18.00%","202101180000001306	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"300118	","东方日升","2021-01-18","2021-01-28","2021-01-29","0","7700","7700","0","197428.00","0.00%","7.00%","422.28","0.00","--","0","18.00%","202101180000000149	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002570	","贝因美","2021-01-18","2021-01-28","2021-01-29","0","26900","26900","0","139880.00","0.00%","7.00%","299.19","0.00","--","0","18.00%","202101180000000148	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"002389	","航天彩虹","2021-01-18","2021-02-08","2021-02-09","11","6600","6600","6600","204930.00","0.00%","7.00%","438.32","0.00","--","0","18.00%","202101180000000147	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000738	","航发控制","2021-01-18","2021-01-28","2021-01-29","0","8300","8300","0","202686.00","0.00%","7.00%","433.52","0.00","--","0","18.00%","202101180000000146	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-02-01","2021-02-02","4","3800","3800","3800","224466.00","0.00%","7.00%","480.11","0.00","--","0","18.00%","202101180000000145	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","3","1900","1900","0","112233.00","0.00%","7.00%","240.05","0.00","--","0","18.00%","202101180000000130	","960000039239	","鸣石宽墨十一号私募证券投资基金"
"000733	","振华科技","2021-01-18","2021-01-29","2021-02-01","3","1900","1900","0","112233.00","0.00%","8.50%","291.49","0.00","--","0","18.00%","202101180000000125	","960000039239	","鸣石宽墨十一号私募证券投资基金"
