证券代码,证券名称,起始日,归还日,到期日,剩余期限,合约数量,日初合约数量,已用数量,合约金额,使用费率,占用利率,预计占用利息,已还利息,展期后到期日,展期次数,违约金率,合约编号,资产账号,账户名称
"600855	",航天长峰,2021/1/19,2021/2/1,2021/2/2,9,6200,6200,6200,95294,0.00%,8.50%,135,0,--,0,18.00%,"202101190000002142	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600460	",士兰微,2021/1/19,2021/2/1,2021/2/2,9,3700,3700,3700,94720,0.00%,8.50%,134.19,0,--,0,18.00%,"202101190000002126	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600197	",伊力特,2021/1/19,2021/2/1,2021/2/2,9,4100,4100,4100,98974,0.00%,8.50%,140.21,0,--,0,18.00%,"202101190000002124	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600616	",金枫酒业,2021/1/19,2021/1/29,2021/2/1,8,22800,22800,22800,193344,0.00%,9.00%,290.02,0,--,0,18.00%,"202101190000002119	","960000039239	",鸣石宽墨十一号私募证券投资基金
"603919	",金徽酒,2021/1/19,2021/1/22,2021/1/25,1,6100,6100,6100,200507,0.00%,9.00%,300.76,0,--,0,18.00%,"202101190000002115	","960000039239	",鸣石宽墨十一号私募证券投资基金
"002646	",青青稞酒,2021/1/19,2021/1/22,2021/1/25,1,12400,12400,0,191580,0.00%,9.00%,287.37,0,--,0,18.00%,"202101190000002111	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600893	",航发动力,2021/1/19,2021/2/1,2021/2/2,9,1500,1500,1500,100200,0.00%,8.50%,141.95,0,--,0,18.00%,"202101190000002104	","960000039239	",鸣石宽墨十一号私募证券投资基金
"601919	",中远海控,2021/1/19,2021/1/29,2021/2/1,8,12800,12800,12800,180224,0.00%,9.00%,270.34,0,--,0,18.00%,"202101190000002078	","960000039239	",鸣石宽墨十一号私募证券投资基金
"300059	",东方财富,2021/1/19,2021/1/29,2021/2/1,8,5300,5300,5300,196312,0.00%,7.00%,229.03,0,--,0,18.00%,"202101190000000065	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600862	",中航高科,2021/1/19,2021/1/29,2021/2/1,8,2900,2900,2900,104400,0.00%,7.00%,121.8,0,--,0,18.00%,"202101190000000037	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600827	",百联股份,2021/1/19,2021/1/29,2021/2/1,8,4400,4400,4400,86636,0.00%,7.00%,101.08,0,--,0,18.00%,"202101190000000036	","960000039239	",鸣石宽墨十一号私募证券投资基金
"300059	",东方财富,2021/1/19,2021/1/29,2021/2/1,8,5300,5300,0,196312,0.00%,7.00%,229.03,0,--,0,18.00%,"202101190000000035	","960000039239	",鸣石宽墨十一号私募证券投资基金
"300001	",特锐德,2021/1/18,2021/1/29,2021/2/1,8,1000,1000,1000,35620,0.00%,9.00%,62.33,0,--,0,18.00%,"202101180000001421	","960000039239	",鸣石宽墨十一号私募证券投资基金
"002407	",多氟多,2021/1/18,2021/1/29,2021/2/1,8,10000,10000,10000,212300,0.00%,7.00%,288.96,0,--,0,18.00%,"202101180000001415	","960000039239	",鸣石宽墨十一号私募证券投资基金
"002340	",格林美,2021/1/18,2021/1/29,2021/2/1,8,11900,11900,11900,97699,0.00%,8.50%,161.47,0,--,0,18.00%,"202101180000001414	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600862	",中航高科,2021/1/18,2021/1/29,2021/2/1,8,2700,2700,2700,97443,0.00%,8.50%,161.05,0,--,0,18.00%,"202101180000001407	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600827	",百联股份,2021/1/18,2021/1/29,2021/2/1,8,5600,5600,5600,110040,0.00%,8.50%,181.87,0,--,0,18.00%,"202101180000001406	","960000039239	",鸣石宽墨十一号私募证券投资基金
"000725	",京东方Ａ,2021/1/18,2021/1/29,2021/2/1,8,29500,29500,29500,201780,0.00%,9.00%,353.12,0,--,0,18.00%,"202101180000001352	","960000039239	",鸣石宽墨十一号私募证券投资基金
"603799	",华友钴业,2021/1/18,2021/2/10,2021/2/12,19,1000,1000,1000,83100,0.00%,9.00%,145.43,0,--,0,18.00%,"202101180000001328	","960000039239	",鸣石宽墨十一号私募证券投资基金
"603799	",华友钴业,2021/1/18,2021/1/29,2021/2/1,8,1400,1400,1400,116340,0.00%,9.00%,203.59,0,--,0,18.00%,"202101180000001323	","960000039239	",鸣石宽墨十一号私募证券投资基金
"000100	",TCL科技,2021/1/18,2021/1/28,2021/1/29,5,21500,21500,21500,216935,0.00%,9.00%,379.64,0,--,0,18.00%,"202101180000001306	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600760	",中航沈飞,2021/1/18,2021/1/27,2021/1/28,4,1900,1900,1900,162260,0.00%,5.00%,157.75,0,--,0,18.00%,"202101180000000151	","960000039239	",鸣石宽墨十一号私募证券投资基金
"600760	",中航沈飞,2021/1/18,2021/1/27,2021/1/28,4,500,500,500,42700,0.00%,5.00%,41.51,0,--,0,18.00%,"202101180000000150	","960000039239	",鸣石宽墨十一号私募证券投资基金
"300118	",东方日升,2021/1/18,2021/1/28,2021/1/29,5,7700,7700,7700,197428,0.00%,7.00%,268.72,0,--,0,18.00%,"202101180000000149	","960000039239	",鸣石宽墨十一号私募证券投资基金
"002570	",贝因美,2021/1/18,2021/1/28,2021/1/29,5,26900,26900,26900,139880,0.00%,7.00%,190.39,0,--,0,18.00%,"202101180000000148	","960000039239	",鸣石宽墨十一号私募证券投资基金
"002389	",航天彩虹,2021/1/18,2021/2/8,2021/2/9,16,6600,6600,6600,204930,0.00%,7.00%,278.93,0,--,0,18.00%,"202101180000000147	","960000039239	",鸣石宽墨十一号私募证券投资基金
"000738	",航发控制,2021/1/18,2021/1/28,2021/1/29,5,8300,8300,8300,202686,0.00%,7.00%,275.88,0,--,0,18.00%,"202101180000000146	","960000039239	",鸣石宽墨十一号私募证券投资基金
"000733	",振华科技,2021/1/18,2021/2/1,2021/2/2,9,3800,3800,3800,224466,0.00%,7.00%,305.52,0,--,0,18.00%,"202101180000000145	","960000039239	",鸣石宽墨十一号私募证券投资基金
"000733	",振华科技,2021/1/18,2021/1/29,2021/2/1,8,1900,1900,0,112233,0.00%,7.00%,152.76,0,--,0,18.00%,"202101180000000130	","960000039239	",鸣石宽墨十一号私募证券投资基金
"000733	",振华科技,2021/1/18,2021/1/29,2021/2/1,8,1900,1900,0,112233,0.00%,8.50%,185.5,0,--,0,18.00%,"202101180000000125	","960000039239	",鸣石宽墨十一号私募证券投资基金
"300315	",掌趣科技,2021/1/13,2021/1/26,2021/1/27,3,30000,30000,30000,151800,0.00%,8.00%,404.8,0,--,0,18.00%,"202101130000000232	","960000039239	",鸣石宽墨十一号私募证券投资基金
"300014	",亿纬锂能,2021/1/13,2021/1/26,2021/1/27,3,2200,2200,2200,197868,0.00%,8.00%,527.65,0,--,0,18.00%,"202101130000000226	","960000039239	",鸣石宽墨十一号私募证券投资基金
